equity_style_score,equity_size_score,environmental_score,social_score,governance_score,sustainability_score,fund_name,fund_return_2020_q3
149.36,365.73,5.43,10.54,9.46,26.3,iShares VII PLC - iShares MSCI EM Asia ETF USD Acc,True
108.23,283.43,7.29,11.57,10.55,29.41,Xtrackers MSCI Indonesia Swap UCITS ETF 1C,False
149.25,349.48,6.0,10.61,9.54,27.12,Deka MSCI Emerging Markets UCITS ETF,True
158.64,301.04,3.83,10.81,7.9,22.54,Invesco S&P 500 UCITS ETF,True
166.12,295.42,3.79,10.95,7.94,22.79,Invesco MSCI USA UCITS ETF,True
189.85,289.66,3.97,9.66,6.32,20.1,Invesco Consumer Discretionary S&P US Select Sector UCITS ETF,True
123.71,279.96,7.57,11.06,6.22,24.85,Invesco Consumer Staples S&P US Select Sector UCITS ETF,True
25.02,220.65,16.75,9.75,7.51,34.02,Invesco Energy S&P US Select Sector UCITS ETF,False
134.63,274.37,1.84,15.04,9.13,26.01,Invesco Health Care S&P US Select Sector UCITS ETF,True
120.66,224.87,7.65,12.89,6.75,27.28,Invesco Industrials S&P US Select Sector UCITS ETF,True
149.83,219.87,12.15,6.37,5.84,24.37,Invesco Materials S&P US Select Sector UCITS ETF,True
198.31,354.37,1.67,9.48,7.15,18.3,Invesco Technology S&P US Select Sector UCITS ETF,True
99.82,218.31,14.82,10.44,5.91,31.16,Invesco Utilities S&P US Select Sector UCITS ETF,True
149.25,349.48,6.0,10.61,9.54,27.12,Invesco MSCI Emerging Markets UCITS ETF,True
157.03,300.35,3.83,10.8,7.9,22.54,iShares Core S&P 500 UCITS ETF USD (Acc),True
222.77,351.54,2.65,10.89,8.16,21.88,iShares NASDAQ 100 UCITS ETF USD (Acc),True
164.36,294.77,3.78,10.95,7.94,22.79,iShares VII PLC - iShares MSCI USA ETF USD Acc,True
166.85,109.0,4.05,8.01,6.03,22.04,iShares VII PLC - iShares MSCI UK Small Cap ETF GBP Acc,True
166.68,268.5,3.8,9.42,6.71,19.99,UBS ETF - MSCI USA Socially Responsible UCITS ETF (USD) A-dis,True
164.15,279.66,4.0,8.93,7.04,20.02,UBS ETF - MSCI World Socially Responsible UCITS ETF (USD) A-dis,True
222.77,351.54,2.65,10.89,8.16,21.88,Invesco EQQQ NASDAQ-100 UCITS ETF,True
114.96,270.73,6.04,10.63,7.55,24.22,iShares VII PLC - iShares MSCI UK ETF GBP Acc,False
136.89,296.66,5.15,7.18,8.23,20.56,Xtrackers DAX Income UCITS ETF 1D,True
119.26,266.55,6.06,10.47,7.52,24.06,Xtrackers FTSE 100 UCITS ETF 1C,False
179.15,288.81,4.49,9.26,8.75,22.92,Xtrackers Nikkei 225 UCITS ETF 1D,True
146.04,229.8,5.18,11.58,7.2,23.95,SPDR® S&P 500 Low Volatility UCITS ETF,True
146.04,229.8,5.18,11.58,7.2,23.95,SPDR® S&P 500 Low Volatility UCITS ETF,True
146.04,229.8,5.18,11.58,7.2,23.95,SPDR® S&P 500 Low Volatility UCITS ETF,True
146.04,229.8,5.18,11.58,7.2,23.95,SPDR® S&P 500 Low Volatility UCITS ETF,True
211.19,217.83,13.34,10.01,6.26,31.47,iShares Gold Producers UCITS ETF USD (Acc),True
156.08,298.02,4.44,10.52,8.16,23.3,iShares MSCI ACWI UCITS ETF USD (Acc),True
118.32,188.14,11.76,11.13,6.1,32.1,iShares Agribusiness UCITS ETF USD (Acc),False
39.29,178.55,19.23,9.84,8.27,38.75,iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc),False
211.19,217.83,13.34,10.01,6.26,31.47,iShares Gold Producers UCITS ETF USD (Acc),True
39.29,178.55,19.23,9.84,8.27,38.75,iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc),False
118.32,188.14,11.76,11.13,6.1,32.1,iShares Agribusiness UCITS ETF USD (Acc),False
156.08,298.02,4.44,10.52,8.16,23.3,iShares MSCI ACWI UCITS ETF USD (Acc),True
144.46,345.2,6.04,10.65,9.58,27.1,HSBC MSCI Emerging Markets UCITS ETF,True
153.04,276.17,4.65,8.27,7.8,20.73,Xtrackers MSCI EMU UCITS ETF 1D,True
158.64,301.04,3.83,10.81,7.9,22.54,Invesco S&P 500 UCITS ETF,True
149.25,349.48,6.0,10.61,9.54,27.12,Invesco MSCI Emerging Markets UCITS ETF,True
138.53,159.85,3.76,4.41,5.35,15.93,SPDR® Dow Jones Global Real Estate UCITS ETF,False
138.53,159.85,3.76,4.41,5.35,15.93,SPDR® Dow Jones Global Real Estate UCITS ETF,False
138.53,159.85,3.76,4.41,5.35,15.93,SPDR® Dow Jones Global Real Estate UCITS ETF,False
138.53,159.85,3.76,4.41,5.35,15.93,SPDR® Dow Jones Global Real Estate UCITS ETF,False
149.25,349.48,6.0,10.61,9.54,27.12,Invesco MSCI Emerging Markets UCITS ETF,True
158.64,301.04,3.83,10.81,7.9,22.54,Invesco S&P 500 UCITS ETF,True
119.55,279.55,4.77,10.05,7.46,22.28,Ossiam World Minimum Variance NR UCITS ETF 1C (USD),False
119.55,279.55,4.77,10.05,7.46,22.28,Ossiam World Minimum Variance NR UCITS ETF 1C (USD),False
121.69,314.59,3.42,12.13,7.68,23.23,Lyxor Dow Jones Industrial Average UCITS ETF Dist,True
145.01,256.13,4.6,8.91,8.15,25.06,Lyxor Japan (Topix) (DR) UCITS ETF Dist EUR,True
149.25,349.48,6.0,10.61,9.54,27.12,Lyxor MSCI Emerging Markets UCITS ETF Acc USD,True
176.78,324.79,7.47,10.62,8.75,27.96,Lyxor MSCI India UCITS ETF Acc USD,True
190.52,182.26,16.2,12.08,6.43,38.11,UBS (Irl) ETF plc - Solactive Global Pure Gold Miners UCITS ETF (USD) A-dis,True
190.52,182.26,16.2,12.08,6.43,38.11,UBS (Irl) ETF plc - Solactive Global Pure Gold Miners UCITS ETF (USD) A-dis,True
149.25,349.48,6.0,10.61,9.54,27.12,Lyxor MSCI Emerging Markets UCITS ETF Acc USD,True
176.78,324.79,7.47,10.62,8.75,27.96,Lyxor MSCI India UCITS ETF Acc USD,True
146.94,286.35,5.01,9.79,9.11,23.95,iShares MSCI Japan CHF Hedged UCITS ETF (Acc),True
158.32,291.32,4.2,10.5,7.97,22.77,iShares MSCI World CHF Hedged UCITS ETF (Acc),True
157.09,300.31,3.83,10.8,7.89,22.54,iShares S&P 500 CHF Hedged UCITS ETF (Acc),True
143.25,277.4,4.81,9.68,6.99,21.48,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Acc),True
143.25,277.4,4.81,9.68,6.99,21.48,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Acc),True
123.9,282.4,5.87,10.8,9.12,27.02,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc),True
163.23,256.16,4.3,8.6,7.42,20.33,iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Acc),True
142.12,254.79,5.03,10.21,7.45,22.68,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),True
123.9,282.4,5.87,10.8,9.12,27.02,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc),True
118.21,266.9,6.07,10.47,7.52,24.06,UBS ETF - FTSE 100 UCITS ETF (GBP) A-dis,False
149.25,349.48,6.0,10.61,9.54,27.12,UBS (Irl) Fund Solutions plc - MSCI Emerging Markets SF UCITS ETF (USD) A-acc,True
147.33,365.53,5.35,10.33,9.36,25.84,UBS (Irl) Fund Solutions plc - MSCI AC Asia Ex Japan SF UCITS ETF (USD) A-acc,True
163.23,256.16,4.3,8.6,7.42,20.33,iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Acc),True
142.12,254.79,5.03,10.21,7.45,22.68,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),True
158.64,301.04,3.83,10.81,7.9,22.54,WisdomTree S&P 500 3x Daily Leveraged,True
158.64,301.04,3.83,10.81,7.9,22.54,WisdomTree S&P 500 3x Daily Short,False
153.04,276.17,4.65,8.27,7.8,20.73,Xtrackers MSCI EMU UCITS ETF 1D,True
140.6,314.37,2.1,9.89,7.42,23.85,Global X MSCI China Comm Services ETF,False
145.37,344.32,6.04,10.66,9.57,27.06,UBS ETF - MSCI Emerging Markets UCITS ETF (USD) A-dis,True
164.15,279.66,4.0,8.93,7.04,20.02,UBS ETF - MSCI World Socially Responsible UCITS ETF (USD) A-dis,True
166.68,268.5,3.8,9.42,6.71,19.99,UBS ETF - MSCI USA Socially Responsible UCITS ETF (USD) A-dis,True
162.79,293.75,3.78,10.95,7.93,22.78,UBS (Irl) ETF plc - MSCI USA UCITS ETF (USD) A-dis,True
88.87,254.25,5.33,10.66,7.78,23.78,UBS (Irl) ETF plc - MSCI USA Value UCITS ETF (USD) A-dis,True
155.53,299.21,3.82,10.8,7.9,22.54,UBS (Irl) ETF plc - S&P 500 UCITS ETF (USD) A-dis,True
137.92,275.51,4.66,6.81,7.39,18.86,UBS ETF - MSCI EMU Socially Responsible UCITS ETF (EUR) A-dis,False
156.29,287.31,4.53,8.58,8.24,21.44,UBS ETF - MSCI Pacific Socially Responsible UCITS ETF (USD) A-dis,True
136.89,296.66,5.15,7.18,8.23,20.56,Xtrackers DAX Income UCITS ETF 1D,True
153.04,276.17,4.65,8.27,7.8,20.73,Xtrackers MSCI EMU UCITS ETF 1D,True
119.26,266.55,6.06,10.47,7.52,24.06,Xtrackers FTSE 100 UCITS ETF 1C,False
119.26,266.55,6.06,10.47,7.52,24.06,Xtrackers FTSE 100 UCITS ETF 1C,False
153.04,276.17,4.65,8.27,7.8,20.73,Xtrackers MSCI EMU UCITS ETF 1D,True
139.25,263.34,4.87,7.98,8.48,21.52,ComStage F.A.Z. Index UCITS ETF,True
139.25,263.34,4.87,7.98,8.48,21.52,ComStage F.A.Z. Index UCITS ETF,True
149.25,349.48,6.0,10.61,9.54,27.12,ComStage MSCI Emerging Markets UCITS ETF,True
190.52,182.26,16.2,12.08,6.43,38.11,UBS (Irl) ETF plc - Solactive Global Pure Gold Miners UCITS ETF (USD) A-dis,True
158.52,301.03,3.82,10.8,7.9,22.54,SPDR® S&P 500 UCITS ETF,True
146.04,229.8,5.18,11.58,7.2,23.95,SPDR® S&P 500 Low Volatility UCITS ETF,True
119.86,242.27,6.14,8.21,7.23,21.59,SPDR® S&P Euro Dividend Aristocrats UCITS ETF,True
130.8,192.55,4.16,9.68,7.37,21.21,SPDR® S&P UK Dividend Aristocrats UCITS ETF,False
152.86,276.18,4.65,8.26,7.79,20.72,SPDR® MSCI EMU UCITS ETF,True
152.86,276.18,4.65,8.26,7.79,20.72,SPDR® MSCI EMU UCITS ETF,True
152.86,276.18,4.65,8.26,7.79,20.72,SPDR® MSCI EMU UCITS ETF,True
152.86,276.18,4.65,8.26,7.79,20.72,SPDR® MSCI EMU UCITS ETF,False
138.53,159.85,3.76,4.41,5.35,15.93,SPDR® Dow Jones Global Real Estate UCITS ETF,False
143.84,292.89,4.4,10.4,8.12,23.34,Vanguard FTSE All-World UCITS ETF,True
146.08,332.87,5.8,10.25,8.93,27.38,Vanguard FTSE Emerging Markets UCITS ETF USD Distributing,True
142.99,303.04,3.83,10.8,7.9,22.54,Vanguard S&P 500 UCITS ETF,True
190.52,182.26,16.2,12.08,6.43,38.11,UBS (Irl) ETF plc - Solactive Global Pure Gold Miners UCITS ETF (USD) A-dis,True
190.52,182.26,16.2,12.08,6.43,38.11,UBS (Irl) ETF plc - Solactive Global Pure Gold Miners UCITS ETF (USD) A-dis,False
143.25,277.4,4.81,9.68,6.99,21.48,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Acc),True
143.25,277.4,4.81,9.68,6.99,21.48,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Acc),True
163.23,256.16,4.3,8.6,7.42,20.33,iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Acc),True
163.23,256.16,4.3,8.6,7.42,20.33,iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Acc),True
123.9,282.4,5.87,10.8,9.12,27.02,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc),True
142.12,254.79,5.03,10.21,7.45,22.68,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),True
123.9,282.4,5.87,10.8,9.12,27.02,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc),True
142.12,254.79,5.03,10.21,7.45,22.68,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),True
158.26,326.78,6.96,12.26,10.48,32.7,Xtrackers Harvest CSI300 UCITS ETF 1D,True
179.15,288.81,4.49,9.26,8.75,22.92,Xtrackers Nikkei 225 UCITS ETF 1D,True
179.15,288.81,4.49,9.26,8.75,22.92,Xtrackers Nikkei 225 UCITS ETF 1D,True
179.15,288.81,4.49,9.26,8.75,22.92,Xtrackers Nikkei 225 UCITS ETF 1D,True
179.15,288.81,4.49,9.26,8.75,22.92,Xtrackers Nikkei 225 UCITS ETF 1D,True
166.12,295.42,3.79,10.95,7.94,22.79,Lyxor MSCI USA UCITS ETF Acc,True
99.02,234.9,8.77,9.36,7.31,30.0,First Trust Emerging Markets AlphaDEX® UCITS ETF Class A Accumulation,True
99.02,234.9,8.77,9.36,7.31,30.0,First Trust Emerging Markets AlphaDEX® UCITS ETF Class A Accumulation,True
134.64,191.55,4.92,8.11,6.08,20.41,First Trust United Kingdom AlphaDEX® UCITS ETF Class A GBP,True
150.59,204.3,5.02,10.9,7.54,23.76,First Trust US Large Cap Core AlphaDEX® UCITS ETF Class A USD,True
119.55,279.55,4.77,10.05,7.46,22.28,Ossiam World Minimum Variance NR UCITS ETF 1C (USD),False
150.59,204.3,5.02,10.9,7.54,23.76,First Trust US Large Cap Core AlphaDEX® UCITS ETF Class A USD,True
188.06,253.8,4.29,8.87,7.73,20.89,Xtrackers MSCI Nordic UCITS ETF 1D,True
152.86,276.18,4.65,8.26,7.79,20.72,SPDR® MSCI EMU UCITS ETF,False
146.04,229.8,5.18,11.58,7.2,23.95,SPDR® S&P 500 Low Volatility UCITS ETF,True
157.88,273.09,4.69,9.18,7.67,21.67,Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc,True
160.18,312.85,4.58,7.8,7.56,19.95,Lyxor Index Fund - Lyxor Core Euro Stoxx 50 (DR) UCITS ETF Acc,False
158.09,272.22,4.67,8.1,7.63,20.49,Lyxor EURO STOXX 300 (DR) - UCITS ETF C-EUR,True
145.01,256.13,4.6,8.91,8.15,25.06,Lyxor Japan (Topix) (DR) UCITS ETF Daily Hedged to EUR Dist,True
101.76,233.79,5.48,7.92,7.96,23.88,SPDR® S&P Pan Asia Dividend Aristocrats UCITS ETF,True
101.76,233.79,5.48,7.92,7.96,23.88,SPDR® S&P Pan Asia Dividend Aristocrats UCITS ETF,True
101.76,233.79,5.48,7.92,7.96,23.88,SPDR® S&P Pan Asia Dividend Aristocrats UCITS ETF,True
101.76,233.79,5.48,7.92,7.96,23.88,SPDR® S&P Pan Asia Dividend Aristocrats UCITS ETF,True
58.31,166.91,6.27,8.14,7.09,24.66,SPDR® S&P Global Dividend Aristocrats UCITS ETF,False
118.38,307.01,5.63,9.56,8.87,24.73,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF USD Distributing,True
74.18,281.18,5.87,10.44,8.49,25.15,Vanguard FTSE All-World High Dividend Yield UCITS ETF USD Distributing,False
129.37,257.36,4.76,9.27,7.75,21.88,Vanguard FTSE Developed Europe UCITS ETF,True
144.11,259.84,5.06,9.68,8.93,24.52,Vanguard FTSE Japan UCITS ETF USD Distributing,True
147.91,286.69,5.01,9.8,9.11,23.95,Xtrackers MSCI Japan UCITS ETF 2D USD Hedged,True
118.38,307.01,5.63,9.56,8.87,24.73,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF USD Distributing,True
144.11,259.84,5.06,9.68,8.93,24.52,Vanguard FTSE Japan UCITS ETF USD Distributing,True
74.18,281.18,5.87,10.44,8.49,25.15,Vanguard FTSE All-World High Dividend Yield UCITS ETF USD Distributing,False
129.37,257.36,4.76,9.27,7.75,21.88,Vanguard FTSE Developed Europe UCITS ETF,True
58.31,166.91,6.27,8.14,7.09,24.66,SPDR® S&P Global Dividend Aristocrats UCITS ETF,False
58.31,166.91,6.27,8.14,7.09,24.66,SPDR® S&P Global Dividend Aristocrats UCITS ETF,False
58.31,166.91,6.27,8.14,7.09,24.66,SPDR® S&P Global Dividend Aristocrats UCITS ETF,False
118.38,307.01,5.63,9.56,8.87,24.73,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF USD Distributing,True
143.84,292.89,4.4,10.4,8.12,23.34,Vanguard FTSE All-World UCITS ETF,True
146.08,332.87,5.8,10.25,8.93,27.38,Vanguard FTSE Emerging Markets UCITS ETF USD Distributing,True
74.18,281.18,5.87,10.44,8.49,25.15,Vanguard FTSE All-World High Dividend Yield UCITS ETF USD Distributing,False
144.11,259.84,5.06,9.68,8.93,24.52,Vanguard FTSE Japan UCITS ETF USD Distributing,True
142.99,303.04,3.83,10.8,7.9,22.54,Vanguard S&P 500 UCITS ETF,True
148.33,288.88,3.4,9.82,8.07,21.29,VanEck Vectors™ Sustainable World Equal Weight UCITS ETF,True
165.25,340.16,3.9,11.16,8.08,23.14,Xtrackers Switzerland UCITS ETF 1C,True
198.31,354.37,1.67,9.48,7.15,18.3,Invesco Technology S&P US Select Sector UCITS ETF,True
74.18,281.18,5.87,10.44,8.49,25.15,Vanguard FTSE All-World High Dividend Yield UCITS ETF USD Distributing,False
118.38,307.01,5.63,9.56,8.87,24.73,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF USD Distributing,True
129.37,257.36,4.76,9.27,7.75,21.88,Vanguard FTSE Developed Europe UCITS ETF,True
144.11,259.84,5.06,9.68,8.93,24.52,Vanguard FTSE Japan UCITS ETF USD Distributing,True
158.09,272.22,4.67,8.1,7.63,20.49,Lyxor EURO STOXX 300 (DR) - UCITS ETF D-EUR,True
145.01,256.13,4.6,8.91,8.15,25.06,Lyxor Japan (Topix) (DR) UCITS ETF Daily Hedged to EUR Dist,True
156.93,290.32,4.21,10.51,7.98,22.78,UBS ETF - MSCI World UCITS ETF (USD) A-dis,True
147.85,310.77,3.6,9.62,7.51,20.75,iShares Dow Jones Global Sustainability Screened UCITS ETF USD (Acc),True
31.14,222.2,16.48,9.58,7.36,33.43,Xtrackers MSCI USA Energy UCITS ETF 1D,False
86.3,276.29,5.49,10.41,7.91,23.82,Xtrackers MSCI World High Dividend Yield UCITS ETF 1D,False
72.41,250.32,1.32,10.03,10.88,22.27,Xtrackers MSCI USA Financials UCITS ETF 1D,False
140.59,268.29,1.85,15.2,9.13,26.27,Xtrackers MSCI USA Health Care UCITS ETF 1D,True
138.44,131.06,2.83,3.93,5.26,14.75,BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF Cap,False
138.37,284.76,5.97,8.29,8.65,23.17,Deka DAX® ex Financials 30 UCITS ETF,True
138.37,284.76,5.97,8.29,8.65,23.17,Deka DAX® ex Financials 30 UCITS ETF,True
136.89,296.66,5.15,7.18,8.23,20.56,Xtrackers DAX Income UCITS ETF 1D,True
79.98,244.85,6.04,10.63,7.55,24.22,UBS ETF - MSCI United Kingdom hedged to EUR UCITS ETF (EUR) A-acc,False
113.93,271.16,6.04,10.63,7.55,24.22,UBS ETF - MSCI United Kingdom UCITS ETF (GBP) A-acc,False
113.93,271.16,6.04,10.63,7.55,24.22,UBS ETF - MSCI United Kingdom UCITS ETF (GBP) A-acc,False
96.18,290.04,5.96,8.23,8.57,22.75,iShares DivDAX® UCITS ETF (DE),True
160.32,291.88,4.21,10.51,7.98,22.78,Xtrackers MSCI World Swap UCITS ETF 4C Hedged,True
150.3,294.86,4.58,8.19,7.87,20.65,iShares MSCI EMU Large Cap UCITS ETF EUR (Acc),False
150.3,294.86,4.58,8.19,7.87,20.65,iShares MSCI EMU Large Cap UCITS ETF EUR (Acc),False
145.62,194.66,4.92,8.57,7.51,21.07,iShares MSCI EMU Mid Cap UCITS ETF EUR (Acc),False
138.58,366.09,5.13,10.25,9.42,25.5,HSBC MSCI AC FAR EAST ex JAPAN UCITS ETF,True
157.88,273.09,4.69,9.18,7.67,21.67,Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc,True
160.18,312.85,4.58,7.8,7.56,19.95,Lyxor Index Fund - Lyxor Core Euro Stoxx 50 (DR) UCITS ETF Acc,False
121.69,314.59,3.42,12.13,7.68,23.23,Lyxor Dow Jones Industrial Average UCITS ETF Dist,True
145.01,256.13,4.6,8.91,8.15,25.06,Lyxor Japan (Topix) (DR) UCITS ETF Dist EUR,True
145.62,194.66,4.92,8.57,7.51,21.07,iShares MSCI EMU Mid Cap UCITS ETF EUR (Acc),True
145.62,194.66,4.92,8.57,7.51,21.07,iShares MSCI EMU Mid Cap UCITS ETF EUR (Acc),True
150.3,294.86,4.58,8.19,7.87,20.65,iShares MSCI EMU Large Cap UCITS ETF EUR (Acc),True
150.3,294.86,4.58,8.19,7.87,20.65,iShares MSCI EMU Large Cap UCITS ETF EUR (Acc),False
133.34,255.15,4.69,9.18,7.67,21.67,BNP Paribas Easy Stoxx Europe 600 UCITS ETF EUR C/D,True
133.34,255.15,4.69,9.18,7.67,21.67,BNP Paribas Easy Stoxx Europe 600 UCITS ETF EUR C,True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF EUR C,True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF USD C/D,True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF USD C,True
136.89,296.66,5.15,7.18,8.23,20.56,Xtrackers DAX Income UCITS ETF 1D,False
153.04,276.17,4.65,8.27,7.8,20.73,Xtrackers MSCI EMU UCITS ETF 1D,True
132.24,301.69,5.73,10.45,7.74,23.92,UBS (Irl) ETF plc - MSCI Australia UCITS ETF (AUD) A-acc,False
162.85,293.65,3.79,10.95,7.94,22.79,UBS (Irl) ETF plc - MSCI USA hedged to EUR UCITS ETF (EUR) A-acc,True
162.94,293.67,3.79,10.95,7.94,22.79,UBS (Irl) ETF plc - MSCI USA hedged to CHF UCITS ETF (CHF) A-acc,True
132.24,301.69,5.73,10.45,7.74,23.92,UBS (Irl) ETF plc - MSCI Australia UCITS ETF (AUD) A-acc,False
147.0,286.45,5.01,9.8,9.11,23.95,iShares MSCI Japan USD Hedged UCITS ETF (Acc),True
188.06,253.8,4.29,8.87,7.73,20.89,Xtrackers MSCI Nordic UCITS ETF 1D,True
138.58,366.09,5.13,10.25,9.42,25.5,HSBC MSCI AC FAR EAST ex JAPAN UCITS ETF,True
188.06,253.8,4.29,8.87,7.73,20.89,Xtrackers MSCI Nordic UCITS ETF 1D,True
145.01,256.13,4.6,8.91,8.15,25.06,Lyxor Japan (Topix) (DR) UCITS ETF Daily Hedged to EUR Dist,True
145.01,256.13,4.6,8.91,8.15,25.06,Lyxor Japan (Topix) (DR) UCITS ETF Daily Hedged to EUR Dist,True
141.99,388.91,6.56,12.59,11.8,30.95,ComStage FTSE China A50 UCITS ETF,True
141.99,388.91,6.56,12.59,11.8,30.95,ComStage FTSE China A50 UCITS ETF,True
141.99,388.91,6.56,12.59,11.8,30.95,ComStage FTSE China A50 UCITS ETF,True
138.53,159.85,3.76,4.41,5.35,15.93,SPDR® Dow Jones Global Real Estate UCITS ETF,False
113.93,271.16,6.04,10.63,7.55,24.22,UBS ETF - MSCI United Kingdom UCITS ETF (GBP) A-dis,False
113.93,271.16,6.04,10.63,7.55,24.22,UBS ETF - MSCI United Kingdom UCITS ETF (GBP) A-dis,False
79.98,244.85,6.04,10.63,7.55,24.22,UBS ETF - MSCI United Kingdom hedged to EUR UCITS ETF (EUR) A-acc,False
118.32,188.14,11.76,11.13,6.1,32.1,iShares Agribusiness UCITS ETF USD (Acc),True
172.26,167.48,5.84,8.58,7.3,24.34,Xtrackers Germany Mittelstand & MidCap UCITS ETF 1D,True
158.64,301.04,3.83,10.81,7.9,22.54,Lyxor S&P 500 UCITS ETF - Daily Hedged D-EUR,False
79.98,244.85,6.04,10.63,7.55,24.22,UBS ETF - MSCI United Kingdom hedged to EUR UCITS ETF (EUR) A-acc,False
79.98,244.85,6.04,10.63,7.55,24.22,UBS ETF - MSCI United Kingdom hedged to EUR UCITS ETF (EUR) A-acc,False
167.17,325.35,3.97,11.08,8.0,23.12,UBS ETF - MSCI Switzerland 20/35 UCITS ETF (CHF) A-acc,True
133.34,255.15,4.69,9.18,7.67,21.67,BNP Paribas Easy Stoxx Europe 600 UCITS ETF EUR C,True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF EUR C,True
167.5,325.82,3.97,11.08,8.0,23.12,UBS ETF (CH) – MSCI Switzerland (CHF) A-dis,True
167.17,325.35,3.97,11.08,8.0,23.12,UBS ETF - MSCI Switzerland 20/35 UCITS ETF (CHF) A-acc,True
155.71,298.08,4.41,10.52,8.15,23.24,Xtrackers MSCI AC World UCITS ETF 1C,True
211.19,217.83,13.34,10.01,6.26,31.47,iShares Gold Producers UCITS ETF USD (Acc),True
123.9,282.4,5.87,10.8,9.12,27.02,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc),True
39.29,178.55,19.23,9.84,8.27,38.75,iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc),False
143.25,277.4,4.81,9.68,6.99,21.48,iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Acc),True
163.23,256.16,4.3,8.6,7.42,20.33,iShares Edge MSCI Europe Minimum Volatility UCITS ETF EUR (Acc),True
142.12,254.79,5.03,10.21,7.45,22.68,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),False
108.22,284.42,7.29,11.57,10.55,29.41,HSBC MSCI Indonesia UCITS ETF,False
98.69,343.57,6.18,10.26,11.41,28.22,HSBC MSCI KOREA CAPPED UCITS ETF,True
103.73,239.3,7.68,10.59,8.9,28.49,HSBC MSCI Malaysia UCITS ETF,False
134.98,300.56,8.36,10.23,8.17,27.1,HSBC MSCI Mexico Capped UCITS ETF,False
28.91,255.6,12.16,8.91,9.36,33.44,HSBC MSCI Russia Capped UCITS ETF,False
131.4,329.67,5.59,6.49,7.81,20.24,HSBC MSCI Taiwan UCITS Capped ETF,True
131.62,161.61,3.73,4.59,5.49,16.29,HSBC FTSE EPRA NAREIT Developed UCITS ETF,False
138.58,366.09,5.13,10.25,9.42,25.5,HSBC MSCI AC FAR EAST ex JAPAN UCITS ETF,True
144.46,345.2,6.04,10.65,9.58,27.1,HSBC MSCI Emerging Markets UCITS ETF,True
158.29,292.87,4.18,10.5,7.97,22.72,HSBC MSCI World UCITS ETF,True
158.29,292.87,4.18,10.5,7.97,22.72,HSBC MSCI World UCITS ETF,True
154.78,129.74,8.45,11.54,10.04,30.02,HSBC MSCI Turkey UCITS ETF,False
154.78,129.74,8.45,11.54,10.04,30.02,HSBC MSCI Turkey UCITS ETF,False
152.52,209.46,5.06,10.94,7.98,26.53,HSBC Msci South Africa Capped UCITS ETF,False
152.52,209.46,5.06,10.94,7.98,26.53,HSBC Msci South Africa Capped UCITS ETF,False
170.04,402.67,4.49,12.0,9.71,27.33,HSBC MSCI China UCITS ETF,True
132.23,305.38,8.55,11.35,9.26,29.77,HSBC MSCI EM Latin America UCITS ETF,False
132.23,305.38,8.55,11.35,9.26,29.77,HSBC MSCI EM Latin America UCITS ETF,False
131.4,329.67,5.59,6.49,7.81,20.24,HSBC MSCI Taiwan UCITS Capped ETF,True
103.73,239.3,7.68,10.59,8.9,28.49,HSBC MSCI Malaysia UCITS ETF,False
151.57,278.46,6.52,10.67,6.94,24.13,HSBC MSCI Canada UCITS ETF,True
