equity_style_score,equity_size_score,environmental_score,social_score,governance_score,sustainability_score,fund_name,fund_return_2020_q3
144.73,359.44,5.5,6.14,7.42,19.35,Lyxor MSCI Taiwan UCITS ETF - Acc-EUR,True
144.73,359.44,5.5,6.14,7.42,19.35,Lyxor MSCI Taiwan UCITS ETF - Acc-EUR,True
98.97,347.82,6.14,10.22,11.5,28.22,Lyxor MSCI Korea UCITS ETF - Acc-EUR,True
145.88,355.98,5.4,10.36,9.13,25.58,Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF - Acc-EUR,True
158.64,301.04,3.83,10.81,7.9,22.54,Lyxor S&P 500 UCITS ETF - Daily Hedged to GBP - Dist,True
142.12,254.64,5.03,10.21,7.45,22.68,iShares Edge MSCI World Minimum Volatility UCITS ETF GBP Hedged (Acc),True
116.56,237.48,6.15,8.97,7.83,24.48,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),True
116.56,237.48,6.15,8.97,7.83,24.48,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),True
168.1,280.38,3.67,9.03,7.11,19.85,iShares MSCI World SRI UCITS ETF EUR (Acc),True
168.1,280.38,3.67,9.03,7.11,19.85,iShares MSCI World SRI UCITS ETF EUR (Acc),True
168.1,280.38,3.67,9.03,7.11,19.85,iShares MSCI World SRI UCITS ETF USD (Dist),True
168.1,280.38,3.67,9.03,7.11,19.85,iShares MSCI World SRI UCITS ETF USD (Dist),True
149.35,291.49,4.92,10.3,9.16,24.71,iShares MSCI EM SRI UCITS ETF USD (Dist),True
149.35,291.49,4.92,10.3,9.16,24.71,iShares MSCI EM SRI UCITS ETF USD (Dist),True
140.62,286.49,4.47,8.84,8.85,22.17,iShares MSCI Japan SRI UCITS ETF USD (Dist),True
140.62,286.49,4.47,8.84,8.85,22.17,iShares MSCI Japan SRI UCITS ETF USD (Dist),True
163.01,278.38,4.09,7.67,7.3,19.07,iShares MSCI Europe SRI UCITS ETF EUR (Dist),True
163.01,278.38,4.09,7.67,7.3,19.07,iShares MSCI Europe SRI UCITS ETF EUR (Dist),True
169.89,267.95,3.49,9.63,6.81,20.0,iShares MSCI USA SRI UCITS ETF USD (Dist),True
169.89,267.95,3.49,9.63,6.81,20.0,iShares MSCI USA SRI UCITS ETF USD (Dist),True
160.54,292.16,4.6,10.52,8.08,23.21,SPDR® MSCI World UCITS ETF,True
159.56,279.83,4.37,8.28,7.43,20.08,MULTI-UNITS LUXEMBOURG - Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF - Acc-EUR,True
160.54,292.16,4.6,10.52,8.08,23.21,SPDR® MSCI World UCITS ETF,True
160.54,292.16,4.6,10.52,8.08,23.21,SPDR® MSCI World UCITS ETF,True
160.54,292.16,4.6,10.52,8.08,23.21,SPDR® MSCI World UCITS ETF,True
157.8,288.39,3.94,10.02,7.76,21.77,iShares MSCI World ESG Enhanced UCITS ETF USD Inc,True
145.52,273.8,4.32,7.84,7.66,19.84,iShares MSCI EMU ESG Enhanced UCITS ETF EUR Inc,True
147.78,286.86,4.83,9.55,9.04,23.46,iShares MSCI Japan ESG Enhanced UCITS ETF USD Inc,True
148.29,276.83,4.54,9.14,7.65,21.33,iShares MSCI Europe ESG Enhanced UCITS ETF EUR Inc,False
164.69,292.56,3.58,10.55,7.76,22.0,iShares MSCI USA ESG Enhanced UCITS ETF USD Inc,True
186.67,213.86,3.47,8.26,7.03,24.93,Invesco Elwood Global Blockchain UCITS ETF,True
186.67,213.86,3.47,8.26,7.03,24.93,Invesco Elwood Global Blockchain UCITS ETF,True
150.5,283.62,4.84,9.31,7.8,22.05,Amundi Index Solutions - Amundi Prime Europe UCITS ETF DR,True
152.57,310.13,4.5,8.07,7.78,20.35,Amundi Index Solutions - Amundi Prime Eurozone UCITS ETF DR,False
136.25,323.26,8.59,11.78,9.58,30.76,Lyxor MSCI Brazil UCITS ETF Acc,False
123.5,152.7,7.3,10.61,10.0,27.91,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,False
133.69,303.72,8.55,11.35,9.26,29.77,Lyxor MSCI EM Latin America UCITS ETF Acc,False
108.23,283.43,7.29,11.57,10.55,29.41,Lyxor MSCI Indonesia UCITS ETF Acc,False
109.34,240.23,7.68,10.59,8.9,28.49,Lyxor MSCI Malaysia UCITS ETF Acc,False
166.88,221.52,5.0,10.99,8.0,26.46,Lyxor MSCI South Africa UCITS ETF Acc,False
91.43,241.42,8.57,9.94,7.6,27.1,Lyxor MSCI Thailand UCITS ETF Acc,False
162.18,130.72,7.93,11.33,9.98,29.24,Lyxor MSCI Turkey UCITS ETF Acc,False
136.25,323.26,8.59,11.78,9.58,30.76,Lyxor MSCI Brazil UCITS ETF Acc,False
136.25,323.26,8.59,11.78,9.58,30.76,Lyxor MSCI Brazil UCITS ETF Acc,False
123.5,152.7,7.3,10.61,10.0,27.91,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,False
123.5,152.7,7.3,10.61,10.0,27.91,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,False
133.69,303.72,8.55,11.35,9.26,29.77,Lyxor MSCI EM Latin America UCITS ETF Acc,False
133.69,303.72,8.55,11.35,9.26,29.77,Lyxor MSCI EM Latin America UCITS ETF Acc,False
108.23,283.43,7.29,11.57,10.55,29.41,Lyxor MSCI Indonesia UCITS ETF Acc,False
166.88,221.52,5.0,10.99,8.0,26.46,Lyxor MSCI South Africa UCITS ETF Acc,False
91.43,241.42,8.57,9.94,7.6,27.1,Lyxor MSCI Thailand UCITS ETF Acc,False
162.18,130.72,7.93,11.33,9.98,29.24,Lyxor MSCI Turkey UCITS ETF Acc,False
186.67,213.86,3.47,8.26,7.03,24.93,Invesco Elwood Global Blockchain UCITS ETF,True
186.67,213.86,3.47,8.26,7.03,24.93,Invesco Elwood Global Blockchain UCITS ETF,True
136.25,323.26,8.59,11.78,9.58,30.76,Lyxor MSCI Brazil UCITS ETF Acc,False
136.25,323.26,8.59,11.78,9.58,30.76,Lyxor MSCI Brazil UCITS ETF Acc,False
136.25,323.26,8.59,11.78,9.58,30.76,Lyxor MSCI Brazil UCITS ETF Acc,False
136.25,323.26,8.59,11.78,9.58,30.76,Lyxor MSCI Brazil UCITS ETF Acc,False
123.5,152.7,7.3,10.61,10.0,27.91,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,False
123.5,152.7,7.3,10.61,10.0,27.91,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,False
123.5,152.7,7.3,10.61,10.0,27.91,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,False
123.5,152.7,7.3,10.61,10.0,27.91,Lyxor MSCI Eastern Europe ex Russia UCITS ETF Acc,False
133.69,303.72,8.55,11.35,9.26,29.77,Lyxor MSCI EM Latin America UCITS ETF Acc,False
133.69,303.72,8.55,11.35,9.26,29.77,Lyxor MSCI EM Latin America UCITS ETF Acc,False
133.69,303.72,8.55,11.35,9.26,29.77,Lyxor MSCI EM Latin America UCITS ETF Acc,False
108.23,283.43,7.29,11.57,10.55,29.41,Lyxor MSCI Indonesia UCITS ETF Acc,False
108.23,283.43,7.29,11.57,10.55,29.41,Lyxor MSCI Indonesia UCITS ETF Acc,False
109.34,240.23,7.68,10.59,8.9,28.49,Lyxor MSCI Malaysia UCITS ETF Acc,False
109.34,240.23,7.68,10.59,8.9,28.49,Lyxor MSCI Malaysia UCITS ETF Acc,False
109.34,240.23,7.68,10.59,8.9,28.49,Lyxor MSCI Malaysia UCITS ETF Acc,False
166.88,221.52,5.0,10.99,8.0,26.46,Lyxor MSCI South Africa UCITS ETF Acc,False
166.88,221.52,5.0,10.99,8.0,26.46,Lyxor MSCI South Africa UCITS ETF Acc,False
166.88,221.52,5.0,10.99,8.0,26.46,Lyxor MSCI South Africa UCITS ETF Acc,False
91.43,241.42,8.57,9.94,7.6,27.1,Lyxor MSCI Thailand UCITS ETF Acc,False
91.43,241.42,8.57,9.94,7.6,27.1,Lyxor MSCI Thailand UCITS ETF Acc,False
162.18,130.72,7.93,11.33,9.98,29.24,Lyxor MSCI Turkey UCITS ETF Acc,False
162.18,130.72,7.93,11.33,9.98,29.24,Lyxor MSCI Turkey UCITS ETF Acc,False
162.18,130.72,7.93,11.33,9.98,29.24,Lyxor MSCI Turkey UCITS ETF Acc,False
162.18,130.72,7.93,11.33,9.98,29.24,Lyxor MSCI Turkey UCITS ETF Acc,False
150.5,283.62,4.84,9.31,7.8,22.05,Amundi Index Solutions - Amundi Prime Europe UCITS ETF DR,True
152.57,310.13,4.5,8.07,7.78,20.35,Amundi Index Solutions - Amundi Prime Eurozone UCITS ETF DR,False
146.73,284.55,5.09,9.81,9.11,24.08,Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR,True
165.34,301.52,3.71,10.93,7.95,22.66,Amundi Index Solutions - Amundi Prime USA UCITS ETF DR,True
159.53,296.59,4.16,10.47,8.0,22.73,Amundi Index Solutions - Amundi Prime Global UCITS ETF DR,True
165.34,301.52,3.71,10.93,7.95,22.66,Amundi Index Solutions - Amundi Prime USA UCITS ETF DR,True
150.5,283.62,4.84,9.31,7.8,22.05,Amundi Index Solutions - Amundi Prime Europe UCITS ETF DR,True
152.57,310.13,4.5,8.07,7.78,20.35,Amundi Index Solutions - Amundi Prime Eurozone UCITS ETF DR,False
146.73,284.55,5.09,9.81,9.11,24.08,Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR,True
159.53,296.59,4.16,10.47,8.0,22.73,Amundi Index Solutions - Amundi Prime Global UCITS ETF DR,True
186.67,213.86,3.47,8.26,7.03,24.93,Invesco Elwood Global Blockchain UCITS ETF,True
116.56,237.48,6.15,8.97,7.83,24.48,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),True
167.52,325.81,3.97,11.08,8.0,23.12,UBS ETF - MSCI Switzerland 20/35 UCITS ETF (hedged to GBP) A-acc,True
167.52,325.81,3.97,11.08,8.0,23.12,UBS ETF - MSCI Switzerland 20/35 UCITS ETF (hedged to GBP) A-dis,True
170.08,307.4,2.93,10.08,7.55,20.55,UBS (Irl) ETF plc - Factor MSCI USA Quality UCITS ETF (hedged to GBP) A-dis,True
151.23,276.72,3.44,9.55,6.69,19.74,BNP Paribas Easy MSCI USA SRI S-Series 5% Capped UCITS ETF EUR Capitalisation,True
150.17,256.22,3.97,7.81,7.21,18.98,BNP Paribas Easy MSCI Europe SRI S-Series 5% Capped UCITS ETF Capitalisation,True
152.33,274.2,4.6,8.65,8.8,22.18,BNP Paribas Easy MSCI Japan SRI S-Series 5% Capped UCITS ETF Capitalisation,True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF EUR H,True
143.0,303.04,3.83,10.81,7.9,22.54,BNP Paribas Easy S&P 500 UCITS ETF EUR C,True
150.17,256.22,3.97,7.81,7.21,18.98,BNP Paribas Easy MSCI Europe SRI S-Series 5% Capped UCITS ETF Distribution,True
152.33,274.2,4.6,8.65,8.8,22.18,BNP Paribas Easy MSCI Japan SRI S-Series 5% Capped UCITS ETF Distribution,True
135.5,277.36,3.57,8.96,7.6,20.49,BNP Paribas Easy Low Carbon 100 Europe® UCITS ETF,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF Hedged to CHF A Acc,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF Hedged to EUR A Acc,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF Hedged to GBP A Dis,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF USD A Dis,True
159.56,279.83,4.37,8.28,7.43,20.08,MULTI-UNITS LUXEMBOURG - Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF - Acc-EUR,True
160.47,128.95,4.48,9.37,7.19,22.78,HSBC FTSE 250 UCITS ETF,True
141.07,195.19,5.33,8.12,7.39,21.93,First Trust Eurozone AlphaDEX® ETF,True
141.07,195.19,5.33,8.12,7.39,21.93,First Trust Eurozone AlphaDEX® ETF,True
175.97,409.99,4.47,11.99,9.71,27.33,Lyxor MSCI China UCITS ETF - Acc,True
113.65,234.87,4.13,9.09,7.26,20.64,Lyxor Global Gender Equality (DR) UCITS ETF - C-USD,True
175.97,409.99,4.47,11.99,9.71,27.33,Lyxor MSCI China UCITS ETF - Acc,True
113.65,234.87,4.13,9.09,7.26,20.64,Lyxor Global Gender Equality (DR) UCITS ETF - C-USD,True
213.18,186.99,4.1,7.26,5.65,22.4,WisdomTree Artificial Intelligence UCITS ETF - USD Acc,True
185.81,284.68,4.82,6.96,6.72,18.89,WisdomTree Eurozone Quality Dividend Growth UCITS ETF - EUR,True
185.81,284.68,4.82,6.96,6.72,18.89,WisdomTree Eurozone Quality Dividend Growth UCITS ETF - EUR Acc,True
149.07,299.41,4.28,9.95,7.31,21.76,WisdomTree Global Quality Dividend Growth UCITS ETF - USD,True
149.07,299.41,4.28,9.95,7.31,21.76,WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc,True
128.94,282.11,4.56,10.84,7.23,22.75,WisdomTree US Quality Dividend Growth UCITS ETF - USD,True
128.94,282.11,4.56,10.84,7.23,22.75,WisdomTree US Quality Dividend Growth UCITS ETF - USD Acc,True
148.3,291.46,5.45,10.51,9.13,25.23,Amundi Index Solutions - Amundi Index MSCI Emerging Markets SRI UCITS ETF DR C,True
221.83,193.26,2.42,12.88,8.1,27.06,HAN-GINS Indxx Healthcare Innovation UCITS ETF - Accumulating,True
221.83,193.26,2.42,12.88,8.1,27.06,HAN-GINS Indxx Healthcare Innovation UCITS ETF - Accumulating,True
165.34,301.52,3.71,10.93,7.95,22.66,Amundi Index Solutions - Amundi Prime USA UCITS ETF DR,True
146.73,284.55,5.09,9.81,9.11,24.08,Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR,True
159.53,296.59,4.16,10.47,8.0,22.73,Amundi Index Solutions - Amundi Prime Global UCITS ETF DR,True
148.3,291.46,5.45,10.51,9.13,25.23,Amundi Index Solutions - Amundi Index MSCI Emerging Markets SRI UCITS ETF DR C,True
171.93,262.82,10.35,11.54,12.21,35.48,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc),True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF Hedged to EUR A Acc,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF USD A Dis,True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (acc),True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (dist),True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (acc),True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (dist),True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (dist),True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (acc),True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (dist),True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (acc),True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (dist),True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (acc),True
186.67,213.86,3.47,8.26,7.03,24.93,Invesco Elwood Global Blockchain UCITS ETF,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF USD A Dis,True
221.83,193.26,2.42,12.88,8.1,27.06,HAN-GINS Indxx Healthcare Innovation UCITS ETF - Accumulating,True
221.83,193.26,2.42,12.88,8.1,27.06,HAN-GINS Indxx Healthcare Innovation UCITS ETF - Accumulating,True
128.13,286.95,4.55,9.08,8.14,21.77,VanEck Vectors™ European Equal Weight UCITS ETF,True
132.75,302.98,4.11,9.9,8.13,22.15,VanEck Vectors™ Global Equal Weight UCITS ETF,False
133.97,188.12,4.07,4.97,6.08,15.12,VanEck Vectors™ Global Real Estate UCITS ETF,False
40.41,286.86,4.09,10.85,8.76,23.7,VanEck Vectors™ Morningstar Developed Markets Dividend Leaders UCITS ETF,False
153.06,298.56,3.77,10.88,7.63,22.28,VanEck Vectors™ Morningstar North America Equal Weight UCITS ETF,True
148.05,288.7,3.4,9.82,8.07,21.29,VanEck Vectors™ Sustainable World Equal Weight UCITS ETF,False
171.93,262.82,10.35,11.54,12.21,35.48,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc),True
171.93,262.82,10.35,11.54,12.21,35.48,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc),True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF Hedged to EUR A Acc,True
221.83,193.26,2.42,12.88,8.1,27.06,HAN-GINS Indxx Healthcare Innovation UCITS ETF - Accumulating,True
122.83,266.78,6.07,10.47,7.52,24.07,MULTI-UNITS LUXEMBOURG - Lyxor FTSE 100 UCITS ETF - Inc,False
148.29,276.83,4.54,9.14,7.65,21.33,iShares MSCI Europe ESG Enhanced UCITS ETF EUR Acc,True
145.52,273.8,4.32,7.84,7.66,19.84,iShares MSCI EMU ESG Enhanced UCITS ETF EUR Acc,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF USD A Acc,True
164.69,292.56,3.58,10.55,7.76,22.0,iShares MSCI USA ESG Enhanced UCITS ETF USD Acc,True
164.69,292.56,3.58,10.55,7.76,22.0,iShares MSCI USA ESG Enhanced UCITS ETF USD Acc,True
157.8,288.39,3.94,10.02,7.76,21.77,iShares MSCI World ESG Enhanced UCITS ETF USD Acc,True
157.8,288.39,3.94,10.02,7.76,21.77,iShares MSCI World ESG Enhanced UCITS ETF USD Acc,True
147.78,286.86,4.83,9.55,9.04,23.46,iShares MSCI Japan ESG Enhanced UCITS ETF USD Acc,True
147.78,286.86,4.83,9.55,9.04,23.46,iShares MSCI Japan ESG Enhanced UCITS ETF USD Acc,True
148.29,276.83,4.54,9.14,7.65,21.33,iShares MSCI Europe ESG Enhanced UCITS ETF EUR Acc,True
145.52,273.8,4.32,7.84,7.66,19.84,iShares MSCI EMU ESG Enhanced UCITS ETF EUR Acc,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF Hedged to EUR A Acc,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF Hedged to GBP A Dis,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF USD A Dis,True
100.32,243.64,3.75,9.29,7.32,20.36,UBS (Irl) ETF plc - Global Gender Equality UCITS ETF USD A Dis,True
171.93,262.82,10.35,11.54,12.21,35.48,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist),True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF USD A Acc,True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (acc),True
164.38,297.42,3.8,10.89,7.93,22.72,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Equity UCITS ETF - USD (dist),True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF USD A Acc,True
162.8,318.4,3.39,10.73,7.84,21.96,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF USD A Dis,True
171.93,262.82,10.35,11.54,12.21,35.48,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist),True
171.93,262.82,10.35,11.54,12.21,35.48,iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist),True
164.69,292.56,3.58,10.55,7.76,22.0,iShares MSCI USA ESG Enhanced UCITS ETF USD Acc,True
157.8,288.39,3.94,10.02,7.76,21.77,iShares MSCI World ESG Enhanced UCITS ETF USD Acc,True
148.29,276.83,4.54,9.14,7.65,21.33,iShares MSCI Europe ESG Enhanced UCITS ETF EUR Acc,True
147.78,286.86,4.83,9.55,9.04,23.46,iShares MSCI Japan ESG Enhanced UCITS ETF USD Acc,True
145.52,273.8,4.32,7.84,7.66,19.84,iShares MSCI EMU ESG Enhanced UCITS ETF EUR Acc,True
157.8,288.39,3.94,10.02,7.76,21.77,iShares MSCI World ESG Enhanced UCITS ETF USD Inc,True
157.8,288.39,3.94,10.02,7.76,21.77,iShares MSCI World ESG Enhanced UCITS ETF USD Inc,True
145.52,273.8,4.32,7.84,7.66,19.84,iShares MSCI EMU ESG Enhanced UCITS ETF EUR Inc,True
145.52,273.8,4.32,7.84,7.66,19.84,iShares MSCI EMU ESG Enhanced UCITS ETF EUR Inc,True
147.78,286.86,4.83,9.55,9.04,23.46,iShares MSCI Japan ESG Enhanced UCITS ETF USD Inc,True
147.78,286.86,4.83,9.55,9.04,23.46,iShares MSCI Japan ESG Enhanced UCITS ETF USD Inc,False
148.29,276.83,4.54,9.14,7.65,21.33,iShares MSCI Europe ESG Enhanced UCITS ETF EUR Inc,True
164.69,292.56,3.58,10.55,7.76,22.0,iShares MSCI USA ESG Enhanced UCITS ETF USD Inc,True
164.69,292.56,3.58,10.55,7.76,22.0,iShares MSCI USA ESG Enhanced UCITS ETF USD Inc,True
158.64,301.04,3.83,10.8,7.9,22.54,Vanguard S&P 500 UCITS ETF USD Accumulation,True
157.42,105.22,4.48,9.37,7.19,22.79,Vanguard FTSE 250 UCITS ETF GBP Accumulation,True
122.55,267.1,6.07,10.47,7.52,24.07,Vanguard FTSE 100 UCITS ETF GBP Accumulation,False
100.32,243.64,3.75,9.29,7.32,20.36,UBS (Irl) ETF plc - Global Gender Equality UCITS ETF USD A Dis,True
152.74,281.78,4.77,9.33,7.79,21.91,Amundi ETF PEA MSCI Europe UCITS ETF,False
153.58,371.25,5.43,10.54,9.46,26.29,Amundi ETF PEA MSCI Emerging Asia UCITS ETF,True
133.69,303.72,8.55,11.35,9.26,29.77,Amundi ETF PEA MSCI EM Latin America UCITS ETF,False
149.25,349.48,6.0,10.61,9.54,27.12,Amundi ETF PEA MSCI Emerging Markets UCITS ETF,True
224.36,352.03,2.65,10.89,8.16,21.88,Amundi ETF PEA Nasdaq-100 UCITS ETF,True
158.64,301.04,3.83,10.81,7.9,22.54,Amundi ETF PEA S&P 500 UCITS ETF EUR,True
158.64,301.04,3.83,10.81,7.9,22.54,Amundi ETF PEA S&P 500 UCITS ETF Daily Hedged EUR,True
137.03,307.05,7.76,10.8,8.78,30.61,Franklin FTSE Brazil UCITS ETF,False
172.59,395.12,4.49,11.84,9.63,27.75,Franklin FTSE China UCITS ETF,True
97.4,335.94,6.1,10.28,11.17,28.51,Franklin FTSE Korea UCITS ETF,True
116.19,271.86,6.12,7.15,6.68,19.95,BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF,True
165.34,301.52,3.71,10.93,7.95,22.66,Amundi Index Solutions - Amundi Prime USA UCITS ETF DR,True
150.5,283.62,4.84,9.31,7.8,22.05,Amundi Index Solutions - Amundi Prime Europe UCITS ETF DR,True
152.57,310.13,4.5,8.07,7.78,20.35,Amundi Index Solutions - Amundi Prime Eurozone UCITS ETF DR,False
146.73,284.55,5.09,9.81,9.11,24.08,Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR,True
159.53,296.59,4.16,10.47,8.0,22.73,Amundi Index Solutions - Amundi Prime Global UCITS ETF DR,True
176.78,324.79,7.47,10.62,8.75,27.96,Lyxor MSCI India UCITS ETF Acc EUR,True
100.32,243.64,3.75,9.29,7.32,20.36,UBS (Irl) ETF plc - Global Gender Equality UCITS ETF Hedged USD A Acc,False
160.2,301.46,4.2,10.02,7.89,22.18,UBS (Irl) ETF plc - MSCI ACWI ESG Universal UCITS ETF Hedged USD A Acc,True
164.55,287.13,4.12,8.98,7.18,20.33,UBS (Irl) ETF plc - MSCI ACWI Socially Responsible UCITS ETF Hedged USD A Acc,True
150.41,309.91,4.47,7.37,7.4,19.25,UBS ETF - EURO STOXX 50 ESG UCITS ETF A EUR Dis,True
116.19,271.86,6.12,7.15,6.68,19.95,BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF,True
170.32,310.77,6.88,11.6,9.59,33.34,Lyxor Hwabao WP MSCI China A (DR) UCITS ETF Acc,True
170.32,310.77,6.88,11.6,9.59,33.34,Lyxor Hwabao WP MSCI China A (DR) UCITS ETF Acc,True
148.96,276.05,4.65,8.27,7.8,20.73,iShares VII PLC -iShares Core MSCI EMU UCITS ETF USD Hdg Acc,False
137.03,307.05,7.76,10.8,8.78,30.61,Franklin FTSE Brazil UCITS ETF,False
172.59,395.12,4.49,11.84,9.63,27.75,Franklin FTSE China UCITS ETF,True
137.03,307.05,7.76,10.8,8.78,30.61,Franklin FTSE Brazil UCITS ETF,False
97.4,335.94,6.1,10.28,11.17,28.51,Franklin FTSE Korea UCITS ETF,True
172.59,395.12,4.49,11.84,9.63,27.75,Franklin FTSE China UCITS ETF,True
97.4,335.94,6.1,10.28,11.17,28.51,Franklin FTSE Korea UCITS ETF,True
137.03,307.05,7.76,10.8,8.78,30.61,Franklin FTSE Brazil UCITS ETF,False
172.59,395.12,4.49,11.84,9.63,27.75,Franklin FTSE China UCITS ETF,True
97.4,335.94,6.1,10.28,11.17,28.51,Franklin FTSE Korea UCITS ETF,True
137.03,307.05,7.76,10.8,8.78,30.61,Franklin FTSE Brazil UCITS ETF,False
172.59,395.12,4.49,11.84,9.63,27.75,Franklin FTSE China UCITS ETF,True
97.4,335.94,6.1,10.28,11.17,28.51,Franklin FTSE Korea UCITS ETF,True
157.61,290.79,4.2,10.5,7.98,22.77,iShares Core MSCI World UCITS ETF EUR Hedged (Dist),True
148.64,218.82,4.03,11.59,8.11,23.74,Ossiam US ESG Low Carbon Equity Factors UCITS ETF 1A EUR Acc,False
148.64,218.82,4.03,11.59,8.11,23.74,Ossiam US ESG Low Carbon Equity Factors UCITS ETF 1A USD Acc,True
148.64,218.82,4.03,11.59,8.11,23.74,Ossiam US ESG Low Carbon Equity Factors UCITS ETF 1A EUR Acc,True
158.64,301.04,3.83,10.81,7.9,22.54,Invesco S&P 500 UCITS ETF (Dist),True
157.78,291.06,4.2,10.5,7.97,22.75,UBS (Irl) ETF plc - MSCI World UCITS ETF (USD) A-acc,True
157.78,291.06,4.2,10.5,7.97,22.75,UBS (Irl) ETF plc - MSCI World UCITS ETF (USD) A-acc,True
148.64,218.82,4.03,11.59,8.11,23.74,Ossiam US ESG Low Carbon Equity Factors UCITS ETF 1A USD Acc,True
148.64,218.82,4.03,11.59,8.11,23.74,Ossiam US ESG Low Carbon Equity Factors UCITS ETF 1A USD Acc,True
163.01,278.38,4.09,7.67,7.3,19.07,iShares MSCI Europe SRI UCITS ETF EUR (Acc),True
149.35,291.49,4.92,10.3,9.16,24.71,iShares MSCI EM SRI UCITS ETF USD (Acc),True
